2022-07-02;akacja;1;14
2022-07-03;akacja;1;33
2022-07-03;sosna;2;39
2022-07-03;akacja;2;31
2022-07-09;sosna;1;50
2022-07-09;akacja;2;56
2022-07-09;buk;1;65
2022-07-10;akacja;2;26
2022-07-10;buk;1;30
2022-07-10;sosna;2;56
2022-07-10;sosna;1;32
2022-07-16;sosna;2;49
2022-07-16;akacja;1;21
2022-07-16;buk;2;62
2022-07-16;akacja;2;4
2022-07-17;sosna;1;56
2022-07-23;sosna;1;47
2022-07-23;akacja;2;39
2022-07-23;akacja;1;57
2022-07-23;buk;1;4
2022-07-24;akacja;1;35
2022-07-30;akacja;1;22
2022-07-31;buk;2;51
2022-07-31;akacja;2;67
2022-07-31;buk;1;57
2022-08-06;sosna;1;8
2022-08-06;akacja;2;27
2022-08-06;buk;2;11
2022-08-06;akacja;1;45
2022-08-07;buk;1;41
2022-08-07;buk;2;65
2022-08-07;akacja;1;51
2022-08-07;akacja;2;46
2022-08-13;sosna;1;67
2022-08-14;buk;2;16
2022-08-14;sosna;2;58
2022-08-14;akacja;2;40
2022-08-14;buk;1;53
2022-08-20;buk;1;35
2022-08-20;akacja;2;28
2022-08-21;sosna;2;15
2022-08-27;buk;2;66
2022-08-28;sosna;1;26
2022-08-28;sosna;2;68
2022-09-03;sosna;2;6
2022-09-03;buk;1;39
2022-09-03;buk;2;42
2022-09-03;sosna;1;29
2022-09-04;akacja;2;67
2022-09-04;sosna;2;66
2022-09-10;sosna;1;52
2022-09-10;akacja;1;58
2022-09-10;buk;1;25
2022-09-10;sosna;2;53
2022-09-11;sosna;2;5
2022-09-11;buk;2;36
2022-09-11;sosna;1;14
2022-09-11;buk;1;62
2022-09-17;buk;2;46
2022-09-17;sosna;2;25
2022-09-18;sosna;1;17
2022-09-18;buk;1;54
2022-09-18;buk;2;67
2022-09-18;sosna;2;67
2022-09-24;akacja;1;22
2022-09-25;akacja;1;15
2022-09-25;sosna;1;30
2022-10-01;sosna;1;48
2022-10-01;buk;1;8
2022-10-02;sosna;1;27
2022-10-08;buk;2;65
2022-10-08;sosna;1;23
2022-10-08;sosna;2;34
2022-10-09;sosna;1;38
2022-10-09;akacja;2;44
2022-10-09;akacja;1;53
2022-10-09;buk;1;30
2022-10-15;akacja;1;53
2022-10-15;sosna;1;28
2022-10-15;buk;1;34
2022-10-16;buk;2;56
2022-10-16;akacja;1;16
2022-10-16;sosna;2;15
2022-10-16;sosna;1;14
2022-10-22;akacja;1;7
2022-10-22;buk;1;22
2022-10-22;akacja;2;38
2022-10-23;buk;1;54
2022-10-23;akacja;1;17
2022-10-29;buk;2;39
2022-10-29;akacja;1;52
2022-10-30;sosna;1;37
2022-10-30;akacja;1;23
2022-10-30;buk;2;36
2022-11-05;sosna;2;57
2022-11-05;sosna;1;52
2022-11-05;buk;1;34
2022-11-05;akacja;1;30
2022-11-06;buk;2;33
2022-11-06;akacja;2;6
2022-11-12;buk;2;10
2022-11-12;sosna;1;41
2022-11-12;sosna;2;10
2022-11-13;sosna;1;55
2022-11-13;akacja;2;14
2022-11-13;sosna;2;64
2022-11-19;akacja;2;56
2022-11-20;sosna;2;55
2022-11-20;buk;1;8
2022-11-26;buk;1;41
2022-11-26;sosna;1;62
2022-11-26;akacja;1;21
2022-11-26;akacja;2;52
2022-11-27;sosna;2;26
2022-12-03;sosna;1;11
2022-12-03;akacja;1;27
2022-12-03;buk;1;37
2022-12-04;sosna;1;35
2022-12-10;akacja;2;25
2022-12-10;buk;1;27
2022-12-10;sosna;2;47
2022-12-11;akacja;1;63
2022-12-11;akacja;2;58
2022-12-17;buk;1;4
2022-12-17;akacja;2;47
2022-12-17;sosna;1;19
2022-12-18;sosna;2;53
2022-12-18;sosna;1;63
2022-12-18;akacja;2;5
2022-12-18;buk;1;59
2022-12-24;buk;2;29
2022-12-25;akacja;2;22
2022-12-31;buk;1;25
